,_hrv_median_nni,_hrv_ratio_sd2_sd1,_hrv_median_nni,_hrv_vlf,_hrv_lf,_hrv_hf,_hrv_lf_hf_ratio,_hrv_total_power,150_RRV_MedianBB,150_RRV_LF,270_RRV_MCVBB,150_RRV_CVBB
0,781.25,2.7084461501766395,781.25,74.44953852230768,53.68271226819486,37.33830251167034,1.4377384256131076,165.4705533021729,4812.5,0.0356253718778034,0.4811086092715231,0.291497813350243
1,785.15625,2.006643525954135,785.15625,46.74733416309597,103.05722802682412,33.646313956418425,3.062957450861115,183.4508761463385,4812.5,0.0356253718778034,0.4811086092715231,0.291497813350243
2,785.15625,1.124402891555375,785.15625,11.23110721297902,16.897465831754804,42.65971700407928,0.3960988730923603,70.7882900488131,3937.5,0.0455945926991056,0.4811086092715231,0.2957351457064845
3,792.96875,1.8679687776202765,792.96875,17.79151450596432,31.38435486837961,33.311689634314426,0.9421423894406884,82.48755900865837,4015.625,0.0672360662486393,0.4811086092715231,0.3198116945562129
4,781.25,1.4547839387230586,781.25,53.1635371058282,753.1812231632993,889.9252405606674,0.8463421294678448,1696.2700008297948,3875.0,0.0514139775063812,0.1897728,0.3184478130627369
5,765.625,3.0019348742675342,765.625,14.990699246849958,4.395469395180834,18.341757507339658,0.239642760156541,37.72792614937045,3843.75,0.0495644906715235,0.1897728,0.3288554702755184
6,765.625,1.4588475746131575,765.625,9.108471474726146,18.64641301051455,53.22956522011191,0.3503018094062754,80.9844497053526,3875.0,0.0577802307245646,0.1838424,0.350122067834773
7,773.4375,1.0264706621104034,773.4375,0.4431116883098576,3.513894136788851,23.629181778083137,0.148709937135788,27.586187603181845,3843.75,0.0563253987076689,0.1808048780487804,0.2967488305920752
8,773.4375,1.6763757479432606,773.4375,29.47700311477528,38.67186187440977,45.6726055693843,0.8467189772140493,113.82147055856936,3812.5,0.0497491020195913,0.1687512195121951,0.2927920268769826
9,777.34375,2.493591996813528,777.34375,55.347200951864,50.14954478462278,19.828289504235848,2.529191677068741,125.32503524072264,3843.75,0.0576428129730572,0.1403283950617283,0.307770066761337
10,800.78125,3.646096463325887,800.78125,231.350518729843,289.289784047338,29.765095775867444,9.719094681424966,550.4053985530484,3843.75,0.0614111249730741,0.135905,0.2965025179550567
11,789.0625,1.2612435258978378,789.0625,2.4348947188186205,8.680915227469674,61.2223755448036,0.14179317855964,72.33818549109189,3734.375,0.047122912692628,0.1121294117647058,0.2782007001284398
12,791.015625,1.3829350799140865,791.015625,4.438414232406229,12.756218623725584,34.66926077637826,0.3679403119093031,51.86389363251007,3750.0,0.0346997300302572,0.1178635983263598,0.3330455964269512
13,777.34375,2.3301571329608497,777.34375,146.47689869663233,13.881693906247506,43.28059331695922,0.3207371443498223,203.63918591983904,3578.125,0.0302306758489189,0.14826,0.2999205745002112
14,789.0625,1.9603264176378667,789.0625,7.294351043970634,16.0879648493784,15.295102617862694,1.0518376536153309,38.67741851121173,3531.25,0.033776561769158,0.1370470588235294,0.3350987955260104
